Id หลัก,Facter ID,กลุ่มหัวข้อ,โค้ดการประเมิน,ชื่อ competency,ตัวอย่าง,น้ำหนัก,Target,คะแนน 1,คะแนน 2,คะแนน 3,คะแนน 4,คะแนน 5,,
,5,179,PPSV-201908-709,มีความรู้พื้นฐานทางกายวิภาคศาสตร์ของมนุษย์ และพยาธิวิทยาของโรคต่างๆ และสามารถให้รหัสโรคที่ซับซ้อนหรือเวชระเบียนที่มีข้อมูลมากได้ถูกต้อง,,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,179,PPSV-201908-709,มีความรู้พื้นฐานศัพท์แพทย์ ภาษาอังกฤษ และภาษาที่ใช้ใน  ICD -10 หรือผ่านการอบรมหลักการใช้ ICD-10 ระยะสั้น,,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,179,PPSV-201908-709,สามารถให้รหัส ICD ได้ด้วยตัวเอง อ่านและเข้าใจเนื้อหาในเวชระเบียนให้รหัสโรคที่ไม่พบบ่อยได้ถูกต้อง,,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,179,PPSV-201908-709,"สามารถบอกข้อบกพร่องที่พบจากการตรวจสอบการบันทึกในเวช
ระเบียนของแพทย์ได้ และสามารถสอบถามข้อสงสัย  ข้อมูลที่ขาดตกบกพร่อง เพิ่มเติมจากแพทย์ผู้บันทึกเวชระเบียนได้",,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,179,PPSV-201908-709,สามารถสอนการให้รหัสโรคแก่บุคคลอื่นได้จนสามารถปฏิบัติตามได้อย่างถูกต้อง,,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,179,PPSV-201908-709,สามารถอ่าน ค้นหา และเข้าใจเนื้อหาในเวชระเบียนผู้ป่วยทั้งหมดให้รหัส ICD-10 สำหรับโรคต่างๆที่ปรากฎในเวชระเบียนตรงตามกฎของการให้รหัส,,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-709,มีความรู้พื้นฐานทางกายวิภาคศาสตร์ของมนุษย์,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-709,รู้ชื่อโรคที่เป็นคำย่อที่พบบ่อยในโรงพยาบาล,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-709,สามารถเขียนคำย่อที่เป็นศัพท์แพทย์ได้บางคำและบอกความหมายได้,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-709,สามารถค้นหาข้อมูลในตำรา หรือแหล่งข้อมูลอื่นได้,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-709,สามารถสอนงานให้ผู้อื่นสามารถปฏิบัติได้ถูกต้อง,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-709,สามารถอ่านศัพท์แพทย์ได้และสามารถบอกความหมายของคำศัพท์ได้,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,178,PPSV-201908-709,รู้ USER และ PASSWARD ของหน่วยงานตนเอง และสามารถเปิดเข้าระบบ HIS ได้,,4,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,178,PPSV-201908-709,สามารถใช้โปรแกรมอื่นเชื่อมต่อกับระบบที่เกี่ยวข้องกับงานได้อย่างมีประสิทธิภาพ,,4,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,178,PPSV-201908-709,สามารถใช้ระบบ HIS เก็บข้อมูลผู้ป่วย และสามารถแก้ไขปัญหาเฉพาะหน้า หรือปัญหาหน้างานได้,,4,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,178,PPSV-201908-709,สามารถสอนงานให้ผู้อื่นสามารถปฏิบัติได้ถูกต้อง,,4,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,178,PPSV-201908-709,สามารถสามารถค้นหารายชื่อผู้ป่วยได้ และรู้สถานะของผู้ป่วย เช่น Admit หรือ Discharge,,4,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-709,เข้าใจขั้นตอนวิธีปฏิบัติในการขอข้อมูล,,2.5,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-709,เข้าใจวิธีการถ่ายประวัติการรักษา และเข้าใจความสำคัญของข้อมูล,,2.5,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-709,รู้ว่าข้อมูลไหนเปิดเผยได้ ข้อมูลไหนเป็นความลับ และข้อมูลไหนส่งทางไปรษณีย์ได้ ข้อมูลไหนที่ต้องมารับด้วยตนเอง,,2.5,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-709,รู้ว่าหลักฐานที่ใช้ประกอบในการขอประวัติการรักษาประกอบด้วยอะไรบ้าง และผู้มีสิทธิขอข้อมูลเป็นใครบ้าง,,2.5,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-709,รู้สิทธิผู้ป่วย 10 ประการ,,2.5,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-709,สามารถแก้ปัญหาเฉพาะหน้าได้,,2.5,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-709,สามารถรู้ว่าใครมีสิทธิอนุมัติให้ประวัติการรักษา,,2.5,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-709,สามารถสอนงานให้ผู้อื่นสามารถปฏิบัติได้ถูกต้อง,,2.5,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,182,PPSV-201908-709,มีความรู้  ความเข้าใจ สามารถบันทึกเวชระเบียนได้ และสามารถนิเทศงาน /สอนงานการตรวจสอบเวชระเบียนตามหลักประกันสุขภาพแห่งชาติและมาตรฐาน JCI ได้,,5.04,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,182,PPSV-201908-709,มีความรู้ ความเข้าใจ เกี่ยวกับการบันทึกเวชระเบียน ตามมาตรฐานการบันทึกหลักประกันสุขภาพแห่งชาติและมาตรฐาน JCI และสามารถบันทึกเวชระเบียนได้ตาม check list การตรวจเวชระเบียนตามมาตรฐาน JCI ได้อย่างถูกต้อง,,5.04,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,182,PPSV-201908-709,มีความรู้ ความเข้าใจ เกี่ยวกับการบันทึกเวชระเบียน สามารถตรวจสอบเวชระเบียนได้ด้วยตนเองและถูกต้องตามมาตรฐานการบันทึกตามหลักประกันสุขภาพแห่งชาติและมาตรฐาน JCI,,5.04,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,182,PPSV-201908-709,มีความรู้เกี่ยวกับการบันทึกเวชระเบียน ตามมาตรฐานการบันทึกตามหลักประกันสุขภาพแห่งชาติและมาตรฐาน JCI,,5.04,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,179,PPSV-201908-710,มีความรู้พื้นฐานทางกายวิภาคศาสตร์ของมนุษย์ และพยาธิวิทยาของโรคต่างๆ และสามารถให้รหัสโรคที่ซับซ้อนหรือเวชระเบียนที่มีข้อมูลมากได้ถูกต้อง,,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,179,PPSV-201908-710,มีความรู้พื้นฐานศัพท์แพทย์ ภาษาอังกฤษ และภาษาที่ใช้ใน  ICD -10 หรือผ่านการอบรมหลักการใช้ ICD-10 ระยะสั้น,,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,179,PPSV-201908-710,สามารถให้รหัส ICD ได้ด้วยตัวเอง อ่านและเข้าใจเนื้อหาในเวชระเบียนให้รหัสโรคที่ไม่พบบ่อยได้ถูกต้อง,,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,179,PPSV-201908-710,"สามารถบอกข้อบกพร่องที่พบจากการตรวจสอบการบันทึกในเวช
ระเบียนของแพทย์ได้ และสามารถสอบถามข้อสงสัย  ข้อมูลที่ขาดตกบกพร่อง เพิ่มเติมจากแพทย์ผู้บันทึกเวชระเบียนได้",,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,179,PPSV-201908-710,สามารถสอนการให้รหัสโรคแก่บุคคลอื่นได้จนสามารถปฏิบัติตามได้อย่างถูกต้อง,,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,179,PPSV-201908-710,สามารถอ่าน ค้นหา และเข้าใจเนื้อหาในเวชระเบียนผู้ป่วยทั้งหมดให้รหัส ICD-10 สำหรับโรคต่างๆที่ปรากฎในเวชระเบียนตรงตามกฎของการให้รหัส,,3.34,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-710,มีความรู้พื้นฐานทางกายวิภาคศาสตร์ของมนุษย์,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-710,รู้ชื่อโรคที่เป็นคำย่อที่พบบ่อยในโรงพยาบาล,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-710,สามารถเขียนคำย่อที่เป็นศัพท์แพทย์ได้บางคำและบอกความหมายได้,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-710,สามารถค้นหาข้อมูลในตำรา หรือแหล่งข้อมูลอื่นได้,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-710,สามารถสอนงานให้ผู้อื่นสามารถปฏิบัติได้ถูกต้อง,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,180,PPSV-201908-710,สามารถอ่านศัพท์แพทย์ได้และสามารถบอกความหมายของคำศัพท์ได้,,3.3,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,178,PPSV-201908-710,รู้ USER และ PASSWARD ของหน่วยงานตนเอง และสามารถเปิดเข้าระบบ HIS ได้,,4,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,178,PPSV-201908-710,สามารถใช้โปรแกรมอื่นเชื่อมต่อกับระบบที่เกี่ยวข้องกับงานได้อย่างมีประสิทธิภาพ,,4,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,178,PPSV-201908-710,สามารถใช้ระบบ HIS เก็บข้อมูลผู้ป่วย และสามารถแก้ไขปัญหาเฉพาะหน้า หรือปัญหาหน้างานได้,,4,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,178,PPSV-201908-710,สามารถสอนงานให้ผู้อื่นสามารถปฏิบัติได้ถูกต้อง,,4,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,178,PPSV-201908-710,สามารถสามารถค้นหารายชื่อผู้ป่วยได้ และรู้สถานะของผู้ป่วย เช่น Admit หรือ Discharge,,4,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-710,เข้าใจขั้นตอนวิธีปฏิบัติในการขอข้อมูล,,2.5,3,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-710,เข้าใจวิธีการถ่ายประวัติการรักษา และเข้าใจความสำคัญของข้อมูล,,2.5,3,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-710,รู้ว่าข้อมูลไหนเปิดเผยได้ ข้อมูลไหนเป็นความลับ และข้อมูลไหนส่งทางไปรษณีย์ได้ ข้อมูลไหนที่ต้องมารับด้วยตนเอง,,2.5,3,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,181,PPSV-201908-710,รู้ว่าหลักฐานที่ใช้ประกอบในการขอประวัติการรักษาประกอบด้วยอะไรบ้าง และผู้มีสิทธิขอข้อมูลเป็นใครบ้าง,,2.5,3,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
