Id หลัก,Facter ID,กลุ่มหัวข้อ,โค้ดการประเมิน,ชื่อ competency,ตัวอย่าง,น้ำหนัก,Target,คะแนน 1,คะแนน 2,คะแนน 3,คะแนน 4,คะแนน 5,,
,5,18,PPSV-201908-545,การดูแลต่อเนื่องและใช้กระบวนการตั้งแต่แรกรับจนจำหน่าย,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การปฏิบัติการพยาบาล (Nursing Implementation) - การบันทึกทางการพยาบาลตามนโยบาย,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การปฏิบัติการพยาบาล (Nursing Implementation) - การปฏิบัติการพยาบาลตามแผน,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การปฏิบัติตามจรรยาบรรณวิชาชีพและการปฏิบัติตามสิทธิผู้ป่วย,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การประเมินผลการพยาบาล (Nursing Evauation),,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การประเมินภาวะสุขภาพ (Health Assessment) - การเก็บรวบรวมข้อมูล,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การประเมินภาวะสุขภาพ (Health Assessment) - การวิเคราะห์ข้อมูล,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การประสานงานร่วมกันกับทีมสหสาขาวิชาชีพ,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การวางแผนการพยาบาล (Nursing Planning) - เกณฑ์การประเมินผลการพยาบาล,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การวางแผนการพยาบาล (Nursing Planning) - การกำหนดเป้าหมายของการพยาบาล,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การวางแผนการพยาบาล (Nursing Planning) - การกำหนดกิจกรรมการพยาบาล,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การวางแผนการพยาบาล (Nursing Planning) - การจัดลำดับความสำคัญของปัญหา,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การวินิจฉัยการพยาบาล (Nursing Diagnosis) -การกำหนดข้อมูลสนับสนุน,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,18,PPSV-201908-545,การวินิจฉัยการพยาบาล (Nursing Diagnosis) -การกำหนดข้อวินิจฉัยทางการพยาบาล,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,Hand Hygiene ความรู้และการปฏิบัติล้างมือได้ถูกต้องตามนโยบาย (5 moment 7 step),,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,การจัดการขยะติดเชื้อ   อธิบายประเภทของขยะได้ และสามารถแยกทิ้งขยะได้ถูกต้อง,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,การจัดการของ sterile รู้วิธีการจัดการกับอุปกรณ์ปราศจากเชื้อใกล้วันหมดอายุ การจัดเรียง First in first out และการใช้ตามหลัก aseptic technique,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,การจัดการของมีคมติดเชื้อสามารถทิ้งขยะมีคมติดเชื้อถูกภาชนะที่กำหนดไว้ และแนวทางปฏิบัติเมื่อถูกของมีคมทิ่มตำหรือสารคัดหลั่งกระเด็นเข้าตา,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,สวมถุงมือก่อนสัมผัสเลือดและสารคัดหลั่งหรือกิจกรรมที่เสี่ยงต่อการสัมผัสเลือดหรือสารคัดหลั่ง   ใช้ 1 คู่ / 1 กิจกรรม,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,สามารถอธิบายความหมายของผ้าเปื้อนทั่วไปและผ้าเปื้อนติดเชื้อได้ และจัดการแยกผ้าลงถังถูกต้อง ไม่มีอุปกรณ์หรือของใช้ต่างๆติดไปกับผ้าเปื้อน,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,อธิบายแนวทางการเคลื่อนย้ายผู้ป่วยที่มีอาการทางระบบทางเดินหายใจ,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,อธิบายการปฏิบัติตัวเพื่อป้องกันการแพร่กระจายเชื้อได้ถูกต้อง,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,อธิบายความหมายของ PPE และเลือกใช้ PPE ได้ถูกต้องกับสถานการณ์,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,อธิบายความหมายของ Standard precaution,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,อธิบายความหมายของ Transmission-base Precaution,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,อธิบายความหมายของผู้ป่วยกลุ่ม  Airborne   Droplet   Contact,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,อธิบายชนิดของโรคในกลุ่ม  Airborne   Droplet   Contact,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,25,PPSV-201908-545,อธิบายหลักการในการแยกผู้ป่วยได้,,0.7,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,23,PPSV-201908-545,เลือกเครื่องมือประเมินความเจ็บปวดได้ถูกต้อง เหมาะสมกับผู้ป่วย,,0.9,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,23,PPSV-201908-545,การให้ความรู้ผู้ป่วยเรื่องความปวดให้คำแนะนำถึงวิธีการอื่นๆ เพื่อลดความเจ็บปวดแก่ผู้ป่วยและครอบครัว,,0.9,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,23,PPSV-201908-545,การประเมินอาการปวดให้ครอบคลุมในเรื่อง ต่อไปนี้  ตำแหน่ง   ลักษณะ   ความถี่   ระยะเวลา   ปัจจัยและผลกระทบของอาการปวด,,0.9,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,23,PPSV-201908-545,ช่วยเหลือ ดูแลประสานบริการ และบำบัดอาการปวด โดยเลือกใช้วิธีการจัดการกับความเจ็บปวด ได้อย่างเหมาะสมและต่อเนื่อง,,0.9,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,23,PPSV-201908-545,ป้องกันภาวะแทรกซ้อนอื่นที่อาจเกิดจากการจัดการความปวด,,0.9,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,23,PPSV-201908-545,ประเมินพยาธิสภาพและสาเหตุของอาการปวดและความผิดปกติที่เกิดร่วมกับอาการปวด,,0.9,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,23,PPSV-201908-545,ประเมินระดับของความเจ็บปวด (PAIN Score) และบันทึกผลได้ถูกต้อง,,0.9,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,23,PPSV-201908-545,มีการประเมินอาการปวดและประเมินซ้ำได้ถูกต้อง (ตามนโยบาย),,0.9,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,23,PPSV-201908-545,วางแผนการดูแลเพื่อร่วมกับผู้ป่วยแล ะญาติ และสหสาขาวิชาชีพ เพื่อลดความเจ็บปวด ประเมินผลและบันทึก,,0.9,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,23,PPSV-201908-545,วางแผนจำหน่าย โดยการมีส่วนร่วมของผู้ป่วยและญาติ,,0.9,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,23,PPSV-201908-545,สรุปปัญหาความเจ็บปวด  เพื่อการดูแลต่อเนื่อง เมื่อปัญหาสิ้นสุดหรือจำหน่ายผู้ป่วยลงในแบบบันทึก,,0.9,4,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
,5,69,PPSV-201908-545,ให้การพยาบาลดูแลแก้ไขภาวะผิดปกติได้ถูกต้อง เหมาะสม,,0.7,3,เข้าใจ,ทำได้,เสนอแนะ,พัฒนา ,สอนงาน,,
